file,split,angle
1312.png,train,359.5615
1313.png,train,136.8154
1314.png,val,351.8
1315.png,val,72.5
1316.png,val,0.6
1317.png,val,140.0
1318.png,train,321.8563
1319.png,train,42.6151
1320.png,train,330.2201
1321.png,train,111.8435
1322.png,train,351.8
1323.png,train,72.5
1324.png,train,0.6
1325.png,train,140.0
1326.png,train,330.4422
1327.png,train,52.6364
1328.png,train,352.6393
1329.png,train,47.4067
1330.png,train,0.4765
1331.png,train,82.5765
1332.png,train,21.9765
1333.png,train,77.1765
1334.png,train,357.592
1335.png,train,79.692
1336.png,train,19.092
1337.png,train,74.292
1338.png,train,334.4423
1339.png,train,56.5423
1340.png,train,355.9423
1341.png,train,51.1423
1342.png,train,330.9345
1343.png,train,51.5588
1344.png,train,353.5223
1345.png,train,46.6832
1346.png,train,183.9104
1347.png,train,284.0468
1348.png,train,142.7905
1349.png,train,274.7664
1350.png,train,182.4413
1351.png,train,281.273
1352.png,train,142.2781
1353.png,train,270.6869
1354.png,train,182.4
1355.png,train,281.0
1356.png,train,142.3
1357.png,train,270.6
1358.png,train,182.4
1359.png,train,281.0
1360.png,train,142.3
1361.png,train,270.6
1362.png,train,182.4
1363.png,train,281.0
1364.png,train,142.3
1365.png,train,270.6
1366.png,train,179.8
1367.png,train,195.6
1368.png,train,2.2
1369.png,train,279.1
1370.png,train,308.4
1371.png,train,16.9
1372.png,train,179.7315
1373.png,train,195.5315
1374.png,train,2.1315
1375.png,train,279.0315
1376.png,train,308.3315
1377.png,train,16.8315
1378.png,val,179.8
1379.png,val,195.6
1380.png,val,2.2
1381.png,val,279.1
1382.png,val,308.4
1383.png,val,16.9
1384.png,train,170.1385
1385.png,train,185.9385
1386.png,train,352.5385
1387.png,train,269.4385
1388.png,train,298.7385
1389.png,train,7.2385
1390.png,train,161.3414
1391.png,train,177.1414
1392.png,train,343.7414
1393.png,train,260.6414
1394.png,train,289.9414
1395.png,train,358.4414
1396.png,train,163.9342
1397.png,train,337.2342
1398.png,train,59.1342
1399.png,train,63.3342
1400.png,train,351.8342
1401.png,train,290.1342
1402.png,val,207.4152
1403.png,val,20.7152
1404.png,val,102.6152
1405.png,val,106.8152
1406.png,val,35.3152
1407.png,val,333.6152
1408.png,train,175.7665
1409.png,train,349.0665
1410.png,train,70.9665
1411.png,train,75.1665
1412.png,train,3.6665
1413.png,train,301.9665
1414.png,train,182.4028
1415.png,train,355.7028
1416.png,train,77.6028
1417.png,train,81.8028
1418.png,train,10.3028
1419.png,train,308.6028
1420.png,train,186.0
1421.png,train,359.3
1422.png,train,81.2
1423.png,train,85.4
1424.png,train,13.9
1425.png,train,312.2
1426.png,train,122.514
1427.png,train,293.7086
1428.png,train,84.8408
1429.png,train,314.0311
1430.png,train,291.2333
1431.png,train,253.9304
1432.png,val,132.5336
1433.png,val,303.3336
1434.png,val,92.0336
1435.png,val,324.2336
1436.png,val,300.6336
1437.png,val,259.9336
1438.png,val,93.9997
1439.png,val,264.7997
1440.png,val,53.4997
1441.png,val,285.6997
1442.png,val,262.0997
1443.png,val,221.3997
1444.png,train,122.8
1445.png,train,293.6
1446.png,train,82.3
1447.png,train,314.5
1448.png,train,290.9
1449.png,train,250.2
1450.png,train,122.8
1451.png,train,293.6
1452.png,train,82.3
1453.png,train,314.5
1454.png,train,290.9
1455.png,train,250.2
1456.png,train,123.7
1457.png,train,295.7
1458.png,train,83.1
1459.png,train,249.1
1460.png,train,289.8
1461.png,train,51.3
1462.png,train,123.7
1463.png,train,295.7
1464.png,train,83.1
1465.png,train,249.1
1466.png,train,289.8
1467.png,train,51.3
1468.png,val,98.0184
1469.png,val,270.6375
1470.png,val,59.5326
1471.png,val,225.9811
1472.png,val,265.4868
1473.png,val,27.0546
1474.png,val,123.7
1475.png,val,295.7
1476.png,val,83.1
1477.png,val,249.1
1478.png,val,289.8
1479.png,val,51.3
1480.png,train,123.7
1481.png,train,295.7
1482.png,train,83.1
1483.png,train,249.1
1484.png,train,289.8
1485.png,train,51.3
1486.png,val,58.4
1487.png,val,227.7
1488.png,val,79.1
1489.png,val,216.3
1490.png,val,61.6
1491.png,train,51.4425
1492.png,train,220.6927
1493.png,train,71.9546
1494.png,train,209.0466
1495.png,train,54.577
1496.png,train,58.4
1497.png,train,227.7
1498.png,train,79.1
1499.png,train,216.3
1500.png,train,61.6
1501.png,train,47.0257
1502.png,train,216.3257
1503.png,train,67.7257
1504.png,train,204.9257
1505.png,train,50.2257
1506.png,val,53.5603
1507.png,val,222.375
1508.png,val,75.4094
1509.png,val,211.9184
1510.png,val,57.771
1511.png,train,213.8
1512.png,train,58.1
1513.png,train,58.3
1514.png,train,227.5
1515.png,train,76.7
1516.png,train,224.9176
1517.png,train,69.2176
1518.png,train,69.4176
1519.png,train,238.6176
1520.png,train,87.8176
1521.png,train,213.8
1522.png,train,58.1
1523.png,train,58.3
1524.png,train,227.5
1525.png,train,76.7
1526.png,train,190.19
1527.png,train,33.8064
1528.png,train,34.1403
1529.png,train,203.575
1530.png,train,52.335
1531.png,train,215.3074
1532.png,train,61.1121
1533.png,train,60.6016
1534.png,train,229.2566
1535.png,train,79.1513
1536.png,train,231.1336
1537.png,train,77.3575
1538.png,train,57.4884
1539.png,train,213.8686
1540.png,train,61.2599
1541.png,train,230.9
1542.png,train,77.8
1543.png,train,57.4
1544.png,train,213.8
1545.png,train,61.4
1546.png,train,205.2033
1547.png,train,52.1033
1548.png,train,31.7033
1549.png,train,188.1033
1550.png,train,35.7033
1551.png,train,230.9
1552.png,train,77.8
1553.png,train,57.4
1554.png,train,213.8
1555.png,train,61.4
1556.png,val,229.0188
1557.png,val,74.8186
1558.png,val,55.1057
1559.png,val,211.9514
1560.png,val,58.5399
1561.png,train,225.9352
1562.png,train,75.4352
1563.png,train,58.0352
1564.png,train,213.3352
1565.png,train,62.1352
1566.png,val,229.4
1567.png,val,78.9
1568.png,val,61.5
1569.png,val,216.8
1570.png,val,65.6
1571.png,val,243.6221
1572.png,val,93.1221
1573.png,val,75.7221
1574.png,val,231.0221
1575.png,val,79.8221
1576.png,train,219.5384
1577.png,train,69.0384
1578.png,train,51.6384
1579.png,train,206.9384
1580.png,train,55.7384
1581.png,train,245.0381
1582.png,train,94.5381
1583.png,train,77.1381
1584.png,train,232.4381
1585.png,train,81.2381
1586.png,train,74.9431
1587.png,train,243.9431
1588.png,train,93.6431
1589.png,train,71.5431
1590.png,train,227.6431
1591.png,train,87.6416
1592.png,train,256.6416
1593.png,train,106.3416
1594.png,train,84.2416
1595.png,train,240.3416
1596.png,train,60.8819
1597.png,train,229.2974
1598.png,train,79.0822
1599.png,train,56.8205
1600.png,train,214.4099
1601.png,train,62.9
1602.png,train,231.9
1603.png,train,81.6
1604.png,train,59.5
1605.png,train,215.6
1606.png,train,67.911
1607.png,train,235.2226
1608.png,train,85.1992
1609.png,train,63.2316
1610.png,train,219.5324
1611.png,train,63.7
1612.png,train,217.3
1613.png,train,60.8
1614.png,train,230.8
1615.png,train,79.2
1616.png,train,63.7
1617.png,train,217.3
1618.png,train,60.8
1619.png,train,230.8
1620.png,train,79.2
1621.png,train,61.6079
1622.png,train,216.8229
1623.png,train,59.889
1624.png,train,230.6429
1625.png,train,76.7765
1626.png,train,33.0308
1627.png,train,186.5425
1628.png,train,31.3096
1629.png,train,201.0933
1630.png,train,50.1843
1631.png,train,65.6991
1632.png,train,217.8554
1633.png,train,62.414
1634.png,train,231.784
1635.png,train,81.5532
1636.png,train,293.0998
1637.png,train,54.8176
1638.png,train,331.2232
1639.png,train,11.7387
1640.png,train,188.9425
1641.png,train,291.8
1642.png,train,53.8
1643.png,train,331.3
1644.png,train,12.1
1645.png,train,189.3
1646.png,train,291.8
1647.png,train,53.8
1648.png,train,331.3
1649.png,train,12.1
1650.png,train,189.3
1651.png,train,291.8
1652.png,train,53.8
1653.png,train,331.3
1654.png,train,12.1
1655.png,train,189.3
1656.png,train,291.8
1657.png,train,53.8
1658.png,train,331.3
1659.png,train,12.1
1660.png,train,189.3
1661.png,train,55.7
1662.png,train,333.7
1663.png,train,10.4
1664.png,train,12.7
1665.png,train,146.5
1666.png,train,189.1
1667.png,train,55.7
1668.png,train,333.7
1669.png,train,10.4
1670.png,train,12.7
1671.png,train,146.5
1672.png,train,189.1
1673.png,val,55.7
1674.png,val,333.7
1675.png,val,10.4
1676.png,val,12.7
1677.png,val,146.5
1678.png,val,189.1
1679.png,train,54.111
1680.png,train,335.2702
1681.png,train,10.6094
1682.png,train,12.8247
1683.png,train,147.2502
1684.png,train,189.243
1685.png,train,77.3889
1686.png,train,355.3889
1687.png,train,32.0889
1688.png,train,34.3889
1689.png,train,168.1889
1690.png,train,210.7889
1691.png,train,47.3
1692.png,train,9.0
1693.png,train,145.3
1694.png,train,190.4
1695.png,train,13.2
1696.png,train,79.2
1697.png,train,47.3
1698.png,train,9.0
1699.png,train,145.3
1700.png,train,190.4
1701.png,train,13.2
1702.png,train,79.2
1703.png,train,47.3
1704.png,train,9.0
1705.png,train,145.3
1706.png,train,190.4
1707.png,train,13.2
1708.png,train,79.2
1709.png,train,54.1554
1710.png,train,15.3643
1711.png,train,150.7851
1712.png,train,196.7147
1713.png,train,19.6767
1714.png,train,85.72
1715.png,train,47.3
1716.png,train,9.0
1717.png,train,145.3
1718.png,train,190.4
1719.png,train,13.2
1720.png,train,79.2
1721.png,train,169.0
1722.png,train,278.6
1723.png,train,78.7
1724.png,train,249.7
1725.png,train,10.0
1726.png,train,164.7
1727.png,val,186.8509
1728.png,val,296.4509
1729.png,val,96.5509
1730.png,val,267.5509
1731.png,val,27.8509
1732.png,val,182.5509
1733.png,train,195.6048
1734.png,train,305.2048
1735.png,train,105.3048
1736.png,train,276.3048
1737.png,train,36.6048
1738.png,train,191.3048
1739.png,train,169.0
1740.png,train,278.6
1741.png,train,78.7
1742.png,train,249.7
1743.png,train,10.0
1744.png,train,164.7
1745.png,val,169.0
1746.png,val,278.6
1747.png,val,78.7
1748.png,val,249.7
1749.png,val,10.0
1750.png,val,164.7
1751.png,train,169.1
1752.png,train,6.1
1753.png,train,56.2
1754.png,train,164.3
1755.png,train,78.5
1756.png,train,353.5
1757.png,train,191.9609
1758.png,train,28.5273
1759.png,train,78.6749
1760.png,train,187.3828
1761.png,train,102.022
1762.png,train,16.4247
1763.png,train,168.8539
1764.png,train,6.4394
1765.png,train,57.0327
1766.png,train,163.9146
1767.png,train,78.4296
1768.png,train,353.4987
1769.png,train,170.5543
1770.png,train,7.1203
1771.png,train,57.0181
1772.png,train,166.0427
1773.png,train,80.0121
1774.png,train,355.2515
1775.png,val,168.8691
1776.png,val,6.437
1777.png,val,56.7922
1778.png,val,163.9207
1779.png,val,78.6393
1780.png,val,353.4432
1781.png,train,359.3079
1782.png,train,84.9728
1783.png,train,325.2988
1784.png,train,305.8259
1785.png,train,83.7047
1786.png,train,104.6766
1787.png,train,19.261
1788.png,train,102.261
1789.png,train,344.361
1790.png,train,323.561
1791.png,train,100.561
1792.png,train,121.661
1793.png,val,334.6788
1794.png,val,57.6788
1795.png,val,299.7788
1796.png,val,278.9788
1797.png,val,55.9788
1798.png,val,77.0788
1799.png,train,3.5
1800.png,train,86.5
1801.png,train,328.6
1802.png,train,307.8
1803.png,train,84.8
1804.png,train,105.9
1805.png,train,4.4075
1806.png,train,84.8874
1807.png,train,328.8688
1808.png,train,307.2551
1809.png,train,83.4148
1810.png,train,104.6641
1811.png,train,298.4188
1812.png,train,115.2728
1813.png,train,65.4978
1814.png,train,336.1887
1815.png,train,64.0246
1816.png,train,131.4235
1817.png,train,293.5917
1818.png,train,110.3917
1819.png,train,62.0917
1820.png,train,332.8917
1821.png,train,60.8917
1822.png,train,127.0917
1823.png,train,274.8282
1824.png,train,91.7867
1825.png,train,44.6072
1826.png,train,312.1748
1827.png,train,44.3946
1828.png,train,107.6509
1829.png,train,272.135
1830.png,train,88.9207
1831.png,train,39.4763
1832.png,train,310.8055
1833.png,train,38.1655
1834.png,train,105.7164
1835.png,train,245.6547
1836.png,train,62.4547
1837.png,train,14.1547
1838.png,train,284.9547
1839.png,train,12.9547
1840.png,train,79.1547
1841.png,train,246.8
1842.png,train,87.5
1843.png,train,37.9
1844.png,train,106.4
1845.png,train,39.2
1846.png,train,355.2
1847.png,train,272.0789
1848.png,train,112.7789
1849.png,train,63.1789
1850.png,train,131.6789
1851.png,train,64.4789
1852.png,train,20.4789
1853.png,val,246.8
1854.png,val,87.5
1855.png,val,37.9
1856.png,val,106.4
1857.png,val,39.2
1858.png,val,355.2
1859.png,train,246.8
1860.png,train,87.5
1861.png,train,37.9
1862.png,train,106.4
1863.png,train,39.2
1864.png,train,355.2
1865.png,train,262.1042
1866.png,train,102.8042
1867.png,train,53.2042
1868.png,train,121.7042
1869.png,train,54.5042
1870.png,train,10.5042
1871.png,train,253.6
1872.png,train,86.8
1873.png,train,36.5
1874.png,train,23.3
1875.png,train,34.8
1876.png,train,287.6
1877.png,train,223.8357
1878.png,train,57.0357
1879.png,train,6.7357
1880.png,train,353.5357
1881.png,train,5.0357
1882.png,train,257.8357
1883.png,train,258.7405
1884.png,train,91.9405
1885.png,train,41.6405
1886.png,train,28.4405
1887.png,train,39.9405
1888.png,train,292.7405
1889.png,val,274.0066
1890.png,val,107.2066
1891.png,val,56.9066
1892.png,val,43.7066
1893.png,val,55.2066
1894.png,val,308.0066
1895.png,train,261.9395
1896.png,train,95.1395
1897.png,train,44.8395
1898.png,train,31.6395
1899.png,train,43.1395
1900.png,train,295.9395
1901.png,train,2.3
1902.png,train,305.9
1903.png,train,288.3
1904.png,train,302.1
1905.png,train,201.9
1906.png,train,167.4
1907.png,val,19.9553
1908.png,val,329.434
1909.png,val,312.3894
1910.png,val,325.7147
1911.png,val,218.8389
1912.png,val,186.5482
1913.png,train,1.9291
1914.png,train,307.0129
1915.png,train,289.3554
1916.png,train,303.3271
1917.png,train,201.2488
1918.png,train,167.5034
1919.png,train,28.6529
1920.png,train,332.2529
1921.png,train,314.6529
1922.png,train,328.4529
1923.png,train,228.2529
1924.png,train,193.7529
1925.png,train,2.3
1926.png,train,305.9
1927.png,train,288.3
1928.png,train,302.1
1929.png,train,201.9
1930.png,train,167.4
1931.png,train,213.7
1932.png,train,204.1
1933.png,train,216.9
1934.png,train,107.6
1935.png,train,80.7
1936.png,train,303.5
1937.png,train,190.2465
1938.png,train,180.6465
1939.png,train,193.4465
1940.png,train,84.1465
1941.png,train,57.2465
1942.png,train,280.0465
1943.png,val,213.3026
1944.png,val,203.936
1945.png,val,216.6022
1946.png,val,107.3726
1947.png,val,80.2487
1948.png,val,303.4887
1949.png,train,198.2645
1950.png,train,188.6645
1951.png,train,201.4645
1952.png,train,92.1645
1953.png,train,65.2645
1954.png,train,288.0645
1955.png,train,216.7433
1956.png,train,207.1433
1957.png,train,219.9433
1958.png,train,110.6433
1959.png,train,83.7433
1960.png,train,306.5433
1961.png,train,333.8
1962.png,train,281.8
1963.png,train,281.6
1964.png,train,218.2
1965.png,train,86.2
1966.png,train,133.3
1967.png,val,333.8
1968.png,val,281.8
1969.png,val,281.6
1970.png,val,218.2
1971.png,val,86.2
1972.png,val,133.3
1973.png,val,340.0554
1974.png,val,289.9348
1975.png,val,289.7183
1976.png,val,226.9112
1977.png,val,95.1064
1978.png,val,139.6284
1979.png,val,357.3579
1980.png,val,305.3579
1981.png,val,305.1579
1982.png,val,241.7579
1983.png,val,109.7579
1984.png,val,156.8579
1985.png,val,333.8
1986.png,val,281.8
1987.png,val,281.6
1988.png,val,218.2
1989.png,val,86.2
1990.png,val,133.3
1991.png,val,177.5834
1992.png,val,204.9196
1993.png,val,184.7481
1994.png,val,345.7264
1995.png,val,47.2392
1996.png,val,268.8392
1997.png,train,178.5
1998.png,train,207.0
1999.png,train,185.8
2000.png,train,346.7
2001.png,train,51.0
2002.png,train,274.1
2003.png,train,177.7853
2004.png,train,205.5481
2005.png,train,184.5942
2006.png,train,346.291
2007.png,train,49.5134
2008.png,train,273.6827
2009.png,train,178.5
2010.png,train,207.0
2011.png,train,185.8
2012.png,train,346.7
2013.png,train,51.0
2014.png,train,274.1
2015.png,train,178.0245
2016.png,train,205.9196
2017.png,train,184.9565
2018.png,train,346.6457
2019.png,train,50.2609
2020.png,train,274.9531
2021.png,val,240.2795
2022.png,val,12.1795
2023.png,val,128.1795
2024.png,val,125.4795
2025.png,val,297.1795
2026.png,val,90.2795
2027.png,train,246.5331
2028.png,train,18.4331
2029.png,train,134.4331
2030.png,train,131.7331
2031.png,train,303.4331
2032.png,train,96.5331
2033.png,train,232.8176
2034.png,train,4.7176
2035.png,train,120.7176
2036.png,train,118.0176
2037.png,train,289.7176
2038.png,train,82.8176
2039.png,train,227.9142
2040.png,train,359.8142
2041.png,train,115.8142
2042.png,train,113.1142
2043.png,train,284.8142
2044.png,train,77.9142
2045.png,val,253.0
2046.png,val,24.9
2047.png,val,140.9
2048.png,val,138.2
2049.png,val,309.9
2050.png,val,103.0
2051.png,train,242.3479
2052.png,train,25.7115
2053.png,train,36.3465
2054.png,train,180.678
2055.png,train,326.7182
2056.png,train,156.9138
2057.png,train,243.2
2058.png,train,24.0
2059.png,train,35.0
2060.png,train,178.9
2061.png,train,326.5
2062.png,train,156.4
2063.png,train,243.8753
2064.png,train,24.5565
2065.png,train,35.5747
2066.png,train,179.4521
2067.png,train,327.1784
2068.png,train,157.0176
2069.png,train,243.2
2070.png,train,24.0
2071.png,train,35.0
2072.png,train,178.9
2073.png,train,326.5
2074.png,train,156.4
2075.png,train,243.2
2076.png,train,24.0
2077.png,train,35.0
2078.png,train,178.9
2079.png,train,326.5
2080.png,train,156.4
2081.png,train,147.0121
2082.png,train,316.3823
2083.png,train,84.2608
2084.png,train,166.0878
2085.png,train,155.3692
2086.png,train,177.6702
2087.png,train,346.2702
2088.png,train,111.2702
2089.png,train,196.4702
2090.png,train,185.5702
2091.png,train,162.2212
2092.png,train,330.8212
2093.png,train,95.8212
2094.png,train,181.0212
2095.png,train,170.1212
2096.png,train,138.4167
2097.png,train,307.0167
2098.png,train,72.0167
2099.png,train,157.2167
2100.png,train,146.3167
2101.png,train,168.8557
2102.png,train,337.4557
2103.png,train,102.4557
2104.png,train,187.6557
2105.png,train,176.7557
2106.png,train,319.2463
2107.png,train,79.6594
2108.png,train,150.0096
2109.png,train,298.8526
2110.png,train,58.7526
2111.png,train,129.7526
2112.png,train,332.0781
2113.png,train,91.9781
2114.png,train,162.9781
2115.png,train,333.1033
2116.png,train,93.0033
2117.png,train,164.0033
2118.png,train,318.7
2119.png,train,78.6
2120.png,train,149.6
2121.png,train,156.7
2122.png,train,182.5
2123.png,train,17.1
2124.png,train,105.5
2125.png,train,156.7581
2126.png,train,182.2552
2127.png,train,16.8737
2128.png,train,106.1483
2129.png,train,132.9595
2130.png,train,158.7595
2131.png,train,353.3595
2132.png,train,81.7595
2133.png,train,156.7
2134.png,train,182.5
2135.png,train,17.1
2136.png,train,105.5
2137.png,val,156.7
2138.png,val,182.5
2139.png,val,17.1
2140.png,val,105.5
2141.png,train,103.8279
2142.png,train,138.1279
2143.png,train,297.2279
2144.png,train,46.5279
2145.png,train,115.4437
2146.png,train,150.0598
2147.png,train,309.6686
2148.png,train,52.7292
2149.png,train,114.3
2150.png,train,148.6
2151.png,train,307.7
2152.png,train,57.0
2153.png,train,133.2362
2154.png,train,167.5362
2155.png,train,326.6362
2156.png,train,75.9362
2157.png,train,113.0571
2158.png,train,147.7518
2159.png,train,306.4449
2160.png,train,57.0192
2161.png,train,332.8639
2162.png,train,90.7639
2163.png,train,117.5639
2164.png,val,359.4
2165.png,val,117.3
2166.png,val,144.1
2167.png,train,351.6853
2168.png,train,109.5853
2169.png,train,136.3853
2170.png,val,359.4
2171.png,val,117.3
2172.png,val,144.1
2173.png,train,348.4874
2174.png,train,106.3874
2175.png,train,133.1874
2176.png,train,54.1
2177.png,train,27.6
2178.png,train,100.2
2179.png,train,144.1
2180.png,val,81.5265
2181.png,val,55.0265
2182.png,val,127.6265
2183.png,val,171.5265
2184.png,val,54.1
2185.png,val,27.6
2186.png,val,100.2
2187.png,val,144.1
2188.png,train,32.3295
2189.png,train,5.8295
2190.png,train,78.4295
2191.png,train,122.3295
2192.png,train,54.1
2193.png,train,27.6
2194.png,train,100.2
2195.png,train,144.1
2196.png,val,133.2
2197.png,val,95.7
2198.png,val,314.7
2199.png,val,104.5
2200.png,val,282.2
2201.png,val,292.4
2202.png,val,132.1174
2203.png,val,96.3405
2204.png,val,313.4856
2205.png,val,104.6057
2206.png,val,282.4435
2207.png,val,292.0513
2208.png,train,133.2
2209.png,train,95.7
2210.png,train,314.7
2211.png,train,104.5
2212.png,train,282.2
2213.png,train,292.4
2214.png,train,133.2
2215.png,train,95.7
2216.png,train,314.7
2217.png,train,104.5
2218.png,train,282.2
2219.png,train,292.4
2220.png,train,133.2
2221.png,train,95.7
2222.png,train,314.7
2223.png,train,104.5
2224.png,train,282.2
2225.png,train,292.4
