center_x,center_y,bbox_x,bbox_y,bbox_w,bbox_h,bbox_rotation,angle_deg,image,bbox_rot
359.74798583984375,227.2239990234375,336.9540100097656,212.0279998779297,45.5880012512207,30.392000198364258,,185.0,e8063e46-color_aug_3.png,0.0
430.4150085449219,225.78900146484375,414.52801513671875,202.78199768066406,31.77400016784668,46.01300048828125,,96.5,e8063e46-color_aug_3.png,0.0
430.4150085449219,165.802001953125,407.302001953125,150.28700256347656,46.22600173950195,31.030000686645508,,163.2,e8063e46-color_aug_3.png,0.0
430.4150085449219,105.60199737548828,414.84698486328125,83.0199966430664,31.13599967956543,45.16299819946289,,59.9,e8063e46-color_aug_3.png,0.0
368.05999755859375,57.80500030517578,347.99200439453125,36.58300018310547,40.137001037597656,42.444000244140625,,226.8827,e8063e46-color_aug_4.png,0.0
367.7900085449219,122.96800231933594,343.57501220703125,106.0719985961914,48.430999755859375,33.792999267578125,,350.787,e8063e46-color_aug_4.png,0.0
369.8349914550781,188.1959991455078,345.4809875488281,171.6320037841797,48.70800018310547,33.12799835205078,,185.6384,e8063e46-color_aug_4.png,0.0
445.3169860839844,187.44200134277344,428.156005859375,162.50900268554688,34.321998596191406,49.867000579833984,,96.8136,e8063e46-color_aug_4.png,0.0
445.7120056152344,122.81300354003906,420.8240051269531,105.86699676513672,49.7760009765625,33.891998291015625,,163.567,e8063e46-color_aug_4.png,0.0
446.08599853515625,57.75699996948242,429.2200012207031,33.220001220703125,33.73099899291992,49.073001861572266,,60.4271,e8063e46-color_aug_4.png,0.0
338.4020080566406,99.04900360107422,320.16900634765625,81.39900207519531,36.465999603271484,35.29999923706055,,218.8818,e8063e46-color_aug_5.png,0.0
345.1570129394531,147.58599853515625,324.00201416015625,132.76600646972656,42.31100082397461,29.638999938964844,,342.9818,e8063e46-color_aug_5.png,0.0
353.80499267578125,196.06500244140625,332.54901123046875,181.48500061035156,42.513999938964844,29.160999298095703,,177.5818,e8063e46-color_aug_5.png,0.0
414.2829895019531,187.5279998779297,398.0799865722656,167.39999389648438,32.404998779296875,40.25600051879883,,89.0818,e8063e46-color_aug_5.png,0.0
407.58099365234375,139.375,386.0150146484375,124.50599670410156,43.13199996948242,29.73900032043457,,155.7818,e8063e46-color_aug_5.png,0.0
400.8550109863281,91.052001953125,384.9739990234375,71.2979965209961,31.76300048828125,39.50699996948242,,52.4818,e8063e46-color_aug_5.png,0.0
331.489990234375,199.5290069580078,310.6310119628906,184.28700256347656,41.71799850463867,30.485000610351562,,130.7431,7eb1d29b-color_aug_1.png,0.0
308.8489990234375,166.77499389648438,288.78900146484375,150.83799743652344,40.11899948120117,31.874000549316406,,291.8617,7eb1d29b-color_aug_1.png,0.0
287.22601318359375,134.5019989013672,267.76800537109375,118.67400360107422,38.91600036621094,31.656999588012695,,196.1348,7eb1d29b-color_aug_1.png,0.0
335.3680114746094,110.93800354003906,316.09698486328125,93.7020034790039,38.542999267578125,34.47200012207031,,33.49,7eb1d29b-color_aug_1.png,0.0
357.00799560546875,143.47799682617188,336.9309997558594,126.54499816894531,40.15599822998047,33.8650016784668,,99.2063,7eb1d29b-color_aug_1.png,0.0
378.1780090332031,176.50999450683594,358.89599609375,159.61300659179688,38.564998626708984,33.79399871826172,,93.3136,7eb1d29b-color_aug_1.png,0.0
385.25,156.9499969482422,364.29998779296875,142.60000610351562,41.900001525878906,28.700000762939453,,160.1,7eb1d29b-color_aug_2.png,0.0
384.1499938964844,99.94999694824219,365.79998779296875,82.9000015258789,36.70000076293945,34.099998474121094,,320.8,7eb1d29b-color_aug_2.png,0.0
383.79998779296875,44.0,366.5,26.5,34.599998474121094,35.0,,225.5,7eb1d29b-color_aug_2.png,0.0
452.54998779296875,42.650001525878906,437.70001220703125,21.399999618530273,29.700000762939453,42.5,,62.5,7eb1d29b-color_aug_2.png,0.0
452.6000061035156,98.80000305175781,435.70001220703125,79.30000305175781,33.79999923706055,39.0,,127.8,7eb1d29b-color_aug_2.png,0.0
451.79998779296875,155.10000610351562,436.5,134.8000030517578,30.600000381469727,40.599998474121094,,121.8,7eb1d29b-color_aug_2.png,0.0
365.322998046875,228.41000366210938,346.07000732421875,214.3040008544922,38.50600051879883,28.209999084472656,,190.0466,7eb1d29b-color_aug_3.png,0.0
386.23699951171875,197.63999938964844,367.6730041503906,182.89300537109375,37.12900161743164,29.493999481201172,,350.7466,7eb1d29b-color_aug_3.png,0.0
407.24700927734375,167.66099548339844,389.2030029296875,152.9969940185547,36.08700180053711,29.327999114990234,,255.4466,7eb1d29b-color_aug_3.png,0.0
453.06298828125,188.08599853515625,435.2099914550781,172.17300415039062,35.70500183105469,31.825000762939453,,92.4466,7eb1d29b-color_aug_3.png,0.0
431.77899169921875,218.07899475097656,413.239990234375,202.47000122070312,37.077999114990234,31.218000411987305,,157.7466,7eb1d29b-color_aug_3.png,0.0
409.8789978027344,247.89100646972656,392.0899963378906,232.3470001220703,35.57699966430664,31.08799934387207,,151.7466,7eb1d29b-color_aug_3.png,0.0
347.9169921875,197.11300659179688,327.2090148925781,182.4499969482422,41.41600036621094,29.323999404907227,,148.0107,7eb1d29b-color_aug_4.png,0.0
336.44500732421875,152.9290008544922,317.4800109863281,136.5989990234375,37.930999755859375,32.6609992980957,,308.7107,7eb1d29b-color_aug_4.png,0.0
325.8139953613281,109.43800354003906,307.6700134277344,92.93199920654297,36.2869987487793,33.01100158691406,,213.4107,7eb1d29b-color_aug_4.png,0.0
384.82598876953125,96.92500305175781,368.1029968261719,77.90899658203125,33.448001861572266,38.03200149536133,,50.4107,7eb1d29b-color_aug_4.png,0.0
395.2359924316406,140.6219940185547,377.0679931640625,122.62699890136719,36.33599853515625,35.99100112915039,,115.7107,7eb1d29b-color_aug_4.png,0.0
404.9410095214844,184.5780029296875,388.0050048828125,166.2259979248047,33.87300109863281,36.702999114990234,,109.7107,7eb1d29b-color_aug_4.png,0.0
360.02899169921875,196.37100219726562,340.17999267578125,182.77499389648438,39.696998596191406,27.19099998474121,,160.1,7eb1d29b-color_aug_5.png,0.0
358.98699951171875,142.3679962158203,341.60101318359375,126.21399688720703,34.770999908447266,32.30699920654297,,320.8,7eb1d29b-color_aug_5.png,0.0
358.6549987792969,89.35900115966797,342.2640075683594,72.77899932861328,32.78099822998047,33.15999984741211,,225.5,7eb1d29b-color_aug_5.png,0.0
423.7900085449219,88.08000183105469,409.72100830078125,67.9469985961914,28.138999938964844,40.26599884033203,,62.5,7eb1d29b-color_aug_5.png,0.0
423.8380126953125,141.2779998779297,407.82598876953125,122.8030014038086,32.02299880981445,36.95000076293945,,127.8,7eb1d29b-color_aug_5.png,0.0
423.0799865722656,194.6179962158203,408.5840148925781,175.38600158691406,28.990999221801758,38.46500015258789,,121.8,7eb1d29b-color_aug_5.png,0.0
334.25,108.80000305175781,316.1000061035156,91.5999984741211,36.29999923706055,34.400001525878906,,321.8,a6f2e215-color_aug_1.png,0.0
335.0,165.35000610351562,318.0,147.1999969482422,34.0,36.29999923706055,,129.0,a6f2e215-color_aug_1.png,0.0
401.8500061035156,164.6999969482422,387.3999938964844,143.1999969482422,28.899999618530273,43.0,,94.8,a6f2e215-color_aug_1.png,0.0
402.1000061035156,107.5,387.8999938964844,85.5999984741211,28.399999618530273,43.79999923706055,,90.0,a6f2e215-color_aug_1.png,0.0
401.70001220703125,52.099998474121094,380.0,37.099998474121094,43.400001525878906,30.0,,17.5,a6f2e215-color_aug_1.png,0.0
333.20001220703125,51.95000076293945,319.6000061035156,31.5,27.200000762939453,40.900001525878906,,246.2,a6f2e215-color_aug_1.png,0.0
351.2359924316406,134.76300048828125,331.31201171875,117.01100158691406,39.847999572753906,35.505001068115234,,324.7369,a6f2e215-color_aug_2.png,0.0
352.73199462890625,191.38600158691406,334.0769958496094,172.6739959716797,37.3120002746582,37.42300033569336,,131.7161,a6f2e215-color_aug_2.png,0.0
425.74200439453125,193.01499938964844,409.6310119628906,170.88099670410156,32.222999572753906,44.268001556396484,,94.7056,a6f2e215-color_aug_2.png,0.0
425.4540100097656,135.35000610351562,409.5830078125,112.8280029296875,31.739999771118164,45.04399871826172,,89.4415,a6f2e215-color_aug_2.png,0.0
424.49700927734375,79.28900146484375,400.385986328125,63.604000091552734,48.22200012207031,31.3700008392334,,17.1486,a6f2e215-color_aug_2.png,0.0
349.3840026855469,77.625,334.3380126953125,56.75199890136719,30.091999053955078,41.74700164794922,,244.1538,a6f2e215-color_aug_2.png,0.0
309.8479919433594,133.68800354003906,290.9519958496094,117.34600067138672,37.79100036621094,32.68299865722656,,308.4025,a6f2e215-color_aug_3.png,0.0
321.92498779296875,176.48699951171875,303.8139953613281,159.63299560546875,36.22200012207031,33.70899963378906,,115.6025,a6f2e215-color_aug_3.png,0.0
378.5740051269531,163.90499877929688,361.95098876953125,144.96800231933594,33.24599838256836,37.874000549316406,,81.4025,a6f2e215-color_aug_3.png,0.0
367.2139892578125,120.43000030517578,350.72198486328125,101.23500061035156,32.983001708984375,38.39099884033203,,76.6025,a6f2e215-color_aug_3.png,0.0
355.6659851074219,78.44000244140625,334.20098876953125,63.12699890136719,42.93199920654297,30.625999450683594,,4.1025,a6f2e215-color_aug_3.png,0.0
297.4549865722656,90.71399688720703,281.7659912109375,72.72799682617188,31.37700080871582,35.97200012207031,,232.8025,a6f2e215-color_aug_3.png,0.0
318.33599853515625,162.69900512695312,299.0360107421875,146.77200317382812,38.599998474121094,31.85300064086914,,298.9726,a6f2e215-color_aug_4.png,0.0
337.0,198.75399780273438,318.2699890136719,182.5290069580078,37.459999084472656,32.45000076293945,,106.1726,a6f2e215-color_aug_4.png,0.0
387.6080017089844,180.29600524902344,369.7439880371094,162.61099243164062,35.72700119018555,35.369998931884766,,71.9726,a6f2e215-color_aug_4.png,0.0
369.4960021972656,143.5540008544922,351.6940002441406,125.68000030517578,35.60300064086914,35.74800109863281,,67.1726,a6f2e215-color_aug_4.png,0.0
351.46600341796875,108.14099884033203,330.1709899902344,92.66699981689453,42.5890007019043,30.947999954223633,,354.6726,a6f2e215-color_aug_4.png,0.0
299.3479919433594,126.53199768066406,282.46600341796875,109.75,33.76300048828125,33.564998626708984,,223.3726,a6f2e215-color_aug_4.png,0.0
364.9739990234375,134.1719970703125,346.4309997558594,116.99800109863281,37.08700180053711,34.347999572753906,,322.3711,a6f2e215-color_aug_5.png,0.0
365.27801513671875,190.343994140625,347.885009765625,172.197998046875,34.7869987487793,36.29199981689453,,129.7084,a6f2e215-color_aug_5.png,0.0
433.02398681640625,189.2779998779297,418.2380065917969,167.84500122070312,29.57200050354004,42.86600112915039,,95.3195,a6f2e215-color_aug_5.png,0.0
433.7049865722656,132.52499389648438,419.177001953125,110.73200225830078,29.05699920654297,43.584999084472656,,90.4324,a6f2e215-color_aug_5.png,0.0
433.7099914550781,77.61199951171875,411.6570129394531,62.65700149536133,44.10599899291992,29.909000396728516,,16.9833,a6f2e215-color_aug_5.png,0.0
364.37298583984375,77.75800323486328,350.4230041503906,57.415000915527344,27.899999618530273,40.6879997253418,,246.0897,a6f2e215-color_aug_5.png,0.0
375.06298828125,211.57200622558594,359.3380126953125,191.96400451660156,31.448999404907227,39.215999603271484,,94.2842,e2ad11c8-color_aug_1.png,0.0
366.49200439453125,164.80999755859375,348.0419921875,148.4239959716797,36.900001525878906,32.77299880981445,,312.9842,e2ad11c8-color_aug_1.png,0.0
357.9020080566406,119.18499755859375,342.11199951171875,99.92400360107422,31.579999923706055,38.52299880981445,,274.4842,e2ad11c8-color_aug_1.png,0.0
417.6659851074219,109.58200073242188,396.4119873046875,94.81900024414062,42.507999420166016,29.525999069213867,,330.0842,e2ad11c8-color_aug_1.png,0.0
426.1969909667969,155.38400268554688,409.7699890136719,135.468994140625,32.85599899291992,39.83100128173828,,75.5842,e2ad11c8-color_aug_1.png,0.0
435.0400085449219,201.13800048828125,419.1239929199219,181.89700317382812,31.83099937438965,38.483001708984375,,59.3842,e2ad11c8-color_aug_1.png,0.0
365.04400634765625,190.0279998779297,349.9939880371094,166.83599853515625,30.10099983215332,46.382999420166016,,103.9,e2ad11c8-color_aug_2.png,0.0
365.0979919433594,128.6479949951172,345.9230041503906,110.38300323486328,38.3489990234375,36.52799987792969,,322.6,e2ad11c8-color_aug_2.png,0.0
364.8840026855469,68.71299743652344,349.6730041503906,46.00400161743164,30.422000885009766,45.41899871826172,,284.1,e2ad11c8-color_aug_2.png,0.0
437.0830078125,68.33799743652344,414.052001953125,52.85900115966797,46.0620002746582,30.95800018310547,,339.7,e2ad11c8-color_aug_2.png,0.0
437.1910095214844,128.48699951171875,421.3370056152344,105.0270004272461,31.70800018310547,46.91899871826172,,85.2,e2ad11c8-color_aug_2.png,0.0
437.6730041503906,188.63499450683594,422.3009948730469,165.97900390625,30.743999481201172,45.3120002746582,,69.0,e2ad11c8-color_aug_2.png,0.0
360.13299560546875,195.4770050048828,346.7229919433594,174.81399536132812,26.819000244140625,41.32600021362305,,103.9,e2ad11c8-color_aug_3.png,0.0
360.1809997558594,140.78900146484375,343.09698486328125,124.51599884033203,34.167999267578125,32.54499816894531,,322.6,e2ad11c8-color_aug_3.png,0.0
359.989990234375,87.38999938964844,346.43701171875,67.15599822998047,27.104999542236328,40.46699905395508,,284.1,e2ad11c8-color_aug_3.png,0.0
424.3169860839844,87.05599975585938,403.7969970703125,73.26499938964844,41.040000915527344,27.582000732421875,,339.7,e2ad11c8-color_aug_3.png,0.0
424.4119873046875,140.64599609375,410.2869873046875,119.74400329589844,28.250999450683594,41.803001403808594,,85.2,e2ad11c8-color_aug_3.png,0.0
424.8420104980469,194.23599243164062,411.14599609375,174.0500030517578,27.392000198364258,40.37200164794922,,69.0,e2ad11c8-color_aug_3.png,0.0
365.5880126953125,214.56900024414062,348.9519958496094,195.91700744628906,33.27199935913086,37.303001403808594,,119.5359,e2ad11c8-color_aug_4.png,0.0
378.89599609375,172.80299377441406,360.1400146484375,156.718994140625,37.512001037597656,32.16699981689453,,338.2359,e2ad11c8-color_aug_4.png,0.0
391.68499755859375,131.97000122070312,375.0299987792969,113.61599731445312,33.3120002746582,36.70800018310547,,299.7359,e2ad11c8-color_aug_4.png,0.0
447.52398681640625,145.46800231933594,426.3919982910156,130.54600524902344,42.263999938964844,29.844999313354492,,355.3359,e2ad11c8-color_aug_4.png,0.0
434.6059875488281,186.42599487304688,417.2919921875,167.44000244140625,34.62900161743164,37.9739990234375,,100.8359,e2ad11c8-color_aug_4.png,0.0
421.9779968261719,227.45599365234375,405.2090148925781,209.10800170898438,33.5369987487793,36.696998596191406,,84.6359,e2ad11c8-color_aug_4.png,0.0
357.7170104980469,198.15699768066406,345.114990234375,178.73800659179688,25.20400047302246,38.8380012512207,,103.9,e2ad11c8-color_aug_5.png,0.0
357.7619934082031,146.76100158691406,341.70599365234375,131.46800231933594,32.111000061035156,30.586000442504883,,322.6,e2ad11c8-color_aug_5.png,0.0
357.5820007324219,96.5770034790039,344.84600830078125,77.56099700927734,25.474000930786133,38.03099822998047,,284.1,e2ad11c8-color_aug_5.png,0.0
418.0369873046875,96.26300048828125,398.75299072265625,83.302001953125,38.569000244140625,25.922000885009766,,339.7,e2ad11c8-color_aug_5.png,0.0
418.12701416015625,146.6269989013672,404.85198974609375,126.98400115966797,26.549999237060547,39.2869987487793,,85.2,e2ad11c8-color_aug_5.png,0.0
418.531005859375,196.99099731445312,405.65899658203125,178.02000427246094,25.743000030517578,37.941001892089844,,69.0,e2ad11c8-color_aug_5.png,0.0
339.2409973144531,200.0279998779297,320.83599853515625,182.51800537109375,36.810001373291016,35.02000045776367,,89.6779,49e44369-color_aug_1.png,0.0
390.2099914550781,181.23399353027344,371.4570007324219,163.4600067138672,37.50699996948242,35.54800033569336,,47.0115,49e44369-color_aug_1.png,0.0
373.5690002441406,144.65699768066406,354.5539855957031,127.05000305175781,38.02899932861328,35.21500015258789,,35.3575,49e44369-color_aug_1.png,0.0
321.13299560546875,164.33299255371094,300.7099914550781,147.9980010986328,40.845001220703125,32.66899871826172,,297.1611,49e44369-color_aug_1.png,0.0
302.9230041503906,127.53299713134766,284.3689880371094,109.64700317382812,37.11000061035156,35.770999908447266,,262.5428,49e44369-color_aug_1.png,0.0
354.9119873046875,109.51200103759766,333.27899169921875,93.83899688720703,43.266998291015625,31.34600067138672,,311.9999,49e44369-color_aug_1.png,0.0
399.2200012207031,196.89700317382812,384.1659851074219,175.5240020751953,30.107999801635742,42.744998931884766,,109.5836,49e44369-color_aug_2.png,0.0
465.0840148925781,197.20599365234375,449.28900146484375,175.58200073242188,31.589000701904297,43.249000549316406,,66.9691,49e44369-color_aug_2.png,0.0
462.7919921875,141.15199279785156,446.8580017089844,121.03399658203125,31.868999481201172,40.23699951171875,,55.8567,49e44369-color_aug_2.png,0.0
396.4679870605469,141.17599487304688,377.6579895019531,124.50700378417969,37.619998931884766,33.3380012512207,,319.2493,49e44369-color_aug_2.png,0.0
394.25,86.73600006103516,380.00299072265625,66.68900299072266,28.4950008392334,40.095001220703125,,283.0895,49e44369-color_aug_2.png,0.0
457.82000732421875,88.44000244140625,436.8280029296875,74.5719985961914,41.98400115966797,27.735000610351562,,335.381,49e44369-color_aug_2.png,0.0
385.75,157.60000610351562,371.29998779296875,136.60000610351562,28.899999618530273,42.0,,112.5,49e44369-color_aug_3.png,0.0
453.45001220703125,157.3000030517578,438.70001220703125,136.0,29.5,42.599998474121094,,69.6,49e44369-color_aug_3.png,0.0
455.1000061035156,100.5999984741211,439.79998779296875,80.0,30.600000381469727,41.20000076293945,,58.0,49e44369-color_aug_3.png,0.0
385.5,101.44999694824219,366.6000061035156,84.5,37.79999923706055,33.900001525878906,,320.4,49e44369-color_aug_3.png,0.0
385.75,44.20000076293945,371.5,22.899999618530273,28.5,42.599998474121094,,285.4,49e44369-color_aug_3.png,0.0
453.70001220703125,45.20000076293945,432.20001220703125,30.600000381469727,43.0,29.200000762939453,,335.4,49e44369-color_aug_3.png,0.0
333.9880065917969,198.83999633789062,315.93701171875,181.7899932861328,36.10200119018555,34.099998474121094,,86.867,49e44369-color_aug_4.png,0.0
383.7090148925781,178.82899475097656,365.33099365234375,161.50799560546875,36.75600051879883,34.641998291015625,,43.967,49e44369-color_aug_4.png,0.0
364.8999938964844,143.73800659179688,346.364013671875,126.68299865722656,37.07099914550781,34.11000061035156,,32.367,49e44369-color_aug_4.png,0.0
313.9750061035156,164.64100646972656,294.0790100097656,148.75900268554688,39.79199981689453,31.76300048828125,,294.767,49e44369-color_aug_4.png,0.0
293.9410095214844,129.6230010986328,275.9320068359375,112.447998046875,36.02000045776367,34.3489990234375,,259.767,49e44369-color_aug_4.png,0.0
344.30499267578125,110.33200073242188,323.32501220703125,95.1240005493164,41.95899963378906,30.41699981689453,,309.767,49e44369-color_aug_4.png,0.0
338.5350036621094,204.1269989013672,324.2489929199219,188.9759979248047,28.57200050354004,30.302000045776367,,95.3733,49e44369-color_aug_5.png,0.0
384.7019958496094,191.52999877929688,370.14801025390625,176.14500427246094,29.107999801635742,30.768999099731445,,52.4733,49e44369-color_aug_5.png,0.0
373.8970031738281,157.4759979248047,359.114990234375,142.40699768066406,29.565000534057617,30.13800048828125,,40.8733,49e44369-color_aug_5.png,0.0
326.54901123046875,170.74899291992188,310.0769958496094,157.19200134277344,32.94499969482422,27.113000869750977,,303.2733,49e44369-color_aug_5.png,0.0
314.6730041503906,136.62399291992188,300.46099853515625,121.33200073242188,28.424999237060547,30.586000442504883,,268.2733,49e44369-color_aug_5.png,0.0
361.28399658203125,124.75599670410156,343.5299987792969,112.12100219726562,35.50699996948242,25.268999099731445,,318.2733,49e44369-color_aug_5.png,0.0
389.3999938964844,164.89999389648438,374.6000061035156,143.39999389648438,29.600000381469727,43.0,,87.4,bbd88e30-color_aug_1.png,0.0
387.95001220703125,107.9000015258789,369.3999938964844,91.5,37.099998474121094,32.79999923706055,,324.8,bbd88e30-color_aug_1.png,0.0
386.8999938964844,51.099998474121094,372.6000061035156,29.899999618530273,28.600000381469727,42.400001525878906,,259.5,bbd88e30-color_aug_1.png,0.0
453.29998779296875,49.20000076293945,438.5,28.299999237060547,29.600000381469727,41.79999923706055,,292.8,bbd88e30-color_aug_1.png,0.0
456.8999938964844,105.55000305175781,441.70001220703125,84.80000305175781,30.399999618530273,41.5,,57.9,bbd88e30-color_aug_1.png,0.0
457.75,162.0,443.29998779296875,140.8000030517578,28.899999618530273,42.400001525878906,,70.3,bbd88e30-color_aug_1.png,0.0
336.37200927734375,202.86099243164062,320.05999755859375,186.7259979248047,32.62300109863281,32.268001556396484,,65.2537,bbd88e30-color_aug_2.png,0.0
319.29901123046875,169.79299926757812,301.8280029296875,155.75399780273438,34.94200134277344,28.07900047302246,,302.6537,bbd88e30-color_aug_2.png,0.0
302.55999755859375,136.7480010986328,286.67999267578125,120.90899658203125,31.76099967956543,31.67799949645996,,237.3537,bbd88e30-color_aug_2.png,0.0
348.0140075683594,119.79199981689453,331.87200927734375,104.01000213623047,32.28499984741211,31.565000534057617,,270.6537,bbd88e30-color_aug_2.png,0.0
366.39300537109375,151.96600341796875,350.0159912109375,136.17599487304688,32.75400161743164,31.579999923706055,,35.7537,bbd88e30-color_aug_2.png,0.0
382.8940124511719,184.85400390625,366.9100036621094,168.97900390625,31.9689998626709,31.75,,48.1537,bbd88e30-color_aug_2.png,0.0
369.3999938964844,193.89999389648438,354.6000061035156,172.39999389648438,29.600000381469727,43.0,,87.4,bbd88e30-color_aug_3.png,0.0
367.95001220703125,136.89999389648438,349.3999938964844,120.5,37.099998474121094,32.79999923706055,,324.8,bbd88e30-color_aug_3.png,0.0
366.8999938964844,80.0999984741211,352.6000061035156,58.900001525878906,28.600000381469727,42.400001525878906,,259.5,bbd88e30-color_aug_3.png,0.0
433.29998779296875,78.19999694824219,418.5,57.29999923706055,29.600000381469727,41.79999923706055,,292.8,bbd88e30-color_aug_3.png,0.0
436.8999938964844,134.5500030517578,421.70001220703125,113.80000305175781,30.399999618530273,41.5,,57.9,bbd88e30-color_aug_3.png,0.0
437.75,191.0,423.29998779296875,169.8000030517578,28.899999618530273,42.400001525878906,,70.3,bbd88e30-color_aug_3.png,0.0
386.7439880371094,229.49200439453125,367.4440002441406,211.7239990234375,38.60100173950195,35.5359992980957,,107.1821,bbd88e30-color_aug_4.png,0.0
401.43798828125,193.4010009765625,381.2449951171875,177.8520050048828,40.3849983215332,31.097999572753906,,348.6368,bbd88e30-color_aug_4.png,0.0
416.2170104980469,158.01400756835938,397.7179870605469,140.64700317382812,36.99800109863281,34.733001708984375,,278.7854,bbd88e30-color_aug_4.png,0.0
466.9469909667969,175.37600708007812,448.447998046875,158.2469940185547,36.99800109863281,34.257999420166016,,314.1721,bbd88e30-color_aug_4.png,0.0
454.6839904785156,210.98500061035156,435.7980041503906,193.81500244140625,37.77299880981445,34.340999603271484,,76.9356,bbd88e30-color_aug_4.png,0.0
440.15301513671875,246.34800720214844,421.52301025390625,229.06500244140625,37.26100158691406,34.566001892089844,,89.1997,bbd88e30-color_aug_4.png,0.0
398.0150146484375,185.83599853515625,380.6260070800781,160.5749969482422,34.77799987792969,50.52199935913086,,87.4,bbd88e30-color_aug_5.png,0.0
396.31201171875,118.86499786376953,374.5169982910156,99.59600067138672,43.59000015258789,38.53799819946289,,324.8,bbd88e30-color_aug_5.png,0.0
395.0780029296875,52.12900161743164,378.2770080566406,27.219999313354492,33.60300064086914,49.81700134277344,,259.5,bbd88e30-color_aug_5.png,0.0
473.093994140625,49.895999908447266,455.7049865722656,25.34000015258789,34.77799987792969,49.11199951171875,,292.8,bbd88e30-color_aug_5.png,0.0
477.322998046875,116.10399627685547,459.4639892578125,91.7239990234375,35.71799850463867,48.7599983215332,,57.9,bbd88e30-color_aug_5.png,0.0
478.3219909667969,182.42799377441406,461.343994140625,157.52000427246094,33.95600128173828,49.81700134277344,,70.3,bbd88e30-color_aug_5.png,0.0
388.3389892578125,195.03500366210938,373.6499938964844,173.48399353027344,29.378000259399414,43.10200119018555,,86.7,d38ea15e-color_aug_1.png,0.0
388.135986328125,137.39700317382812,371.31201171875,118.18399810791016,33.64799880981445,38.42599868774414,,310.7,d38ea15e-color_aug_1.png,0.0
386.7130126953125,79.50399780273438,372.3290100097656,58.71500015258789,28.76799964904785,41.57699966430664,,246.2,d38ea15e-color_aug_1.png,0.0
454.9750061035156,77.8270034790039,440.6409912109375,56.2760009765625,28.66699981689453,43.10200119018555,,261.8,d38ea15e-color_aug_1.png,0.0
458.07501220703125,134.49899291992188,442.572998046875,113.10099792480469,31.0049991607666,42.797000885009766,,58.1,d38ea15e-color_aug_1.png,0.0
459.2950134277344,193.2050018310547,437.2869873046875,178.46499633789062,44.016998291015625,29.479999542236328,,26.7,d38ea15e-color_aug_1.png,0.0
350.24700927734375,218.44700622558594,331.9230041503906,201.46499633789062,36.64699935913086,33.9640007019043,,114.1203,d38ea15e-color_aug_2.png,0.0
371.2829895019531,184.83299255371094,352.3070068359375,168.56700134277344,37.952999114990234,32.53099822998047,,338.1203,d38ea15e-color_aug_2.png,0.0
391.5480041503906,150.70199584960938,373.72100830078125,134.25599670410156,35.654998779296875,32.891998291015625,,273.6203,d38ea15e-color_aug_2.png,0.0
440.5140075683594,170.34100341796875,422.4429931640625,153.46600341796875,36.143001556396484,33.749000549316406,,289.2203,d38ea15e-color_aug_2.png,0.0
421.885009765625,204.26800537109375,403.0419921875,187.1300048828125,37.6870002746582,34.277000427246094,,85.5203,d38ea15e-color_aug_2.png,0.0
401.177001953125,238.81100463867188,380.1719970703125,223.58399963378906,42.0099983215332,30.454999923706055,,54.1203,d38ea15e-color_aug_2.png,0.0
326.75,208.343994140625,314.34698486328125,190.14700317382812,24.805999755859375,36.39400100708008,,86.7,d38ea15e-color_aug_3.png,0.0
326.5790100097656,159.67599487304688,312.37298583984375,143.4530029296875,28.410999298095703,32.44599914550781,,310.7,d38ea15e-color_aug_3.png,0.0
325.37701416015625,110.79299926757812,313.2309875488281,93.23999786376953,24.291000366210938,35.10599899291992,,246.2,d38ea15e-color_aug_3.png,0.0
383.0150146484375,109.37699890136719,370.9119873046875,91.18000030517578,24.204999923706055,36.39400100708008,,261.8,d38ea15e-color_aug_3.png,0.0
385.63299560546875,157.22999572753906,372.5429992675781,139.16099548339844,26.18000030517578,36.137001037597656,,58.1,d38ea15e-color_aug_3.png,0.0
386.6629943847656,206.7989959716797,368.0799865722656,194.35299682617188,37.16699981689453,24.892000198364258,,26.7,d38ea15e-color_aug_3.png,0.0
364.4639892578125,211.0229949951172,348.0780029296875,192.10499572753906,32.770999908447266,37.83599853515625,,98.8461,d38ea15e-color_aug_4.png,0.0
374.8080139160156,166.86500549316406,357.03900146484375,149.38600158691406,35.5369987487793,34.959999084472656,,322.8461,d38ea15e-color_aug_4.png,0.0
384.16400146484375,122.31199645996094,368.177001953125,104.02799987792969,31.975000381469727,36.56800079345703,,258.3461,d38ea15e-color_aug_4.png,0.0
442.34100341796875,132.27499389648438,426.2569885253906,113.41600036621094,32.16699981689453,37.71900177001953,,273.9461,d38ea15e-color_aug_4.png,0.0
434.6289978027344,176.17100524902344,417.5820007324219,157.23500061035156,34.09400177001953,37.87099838256836,,70.2461,d38ea15e-color_aug_4.png,0.0
424.9519958496094,221.31300354003906,403.60400390625,206.4029998779297,42.69499969482422,29.81999969482422,,38.8461,d38ea15e-color_aug_4.png,0.0
332.2850036621094,160.1739959716797,315.61700439453125,135.718994140625,33.3380012512207,48.90999984741211,,86.7,d38ea15e-color_aug_5.png,0.0
332.05499267578125,94.76799774169922,312.9630126953125,72.96600341796875,38.18199920654297,43.604000091552734,,310.7,d38ea15e-color_aug_5.png,0.0
330.44000244140625,29.072999954223633,314.11700439453125,5.482999801635742,32.64500045776367,47.18000030517578,,246.2,d38ea15e-color_aug_5.png,0.0
